name	rarity	spawnable	completed	uniqueonly	mindam	maxdam	2handmindam	2handmaxdam	rangeadder	StrBonus	DexBonus	speed	weaponspeedenum	minmisdam	maxmisdam	misspeed	basespeed	modspeed	dam/frame	reqstr	reqdex	durability	nodurability	level	cost	replenish	code	alternateGfx	OpenBetaGfx	ubercode	wclass	2handedwclass	group	weapongroupenum	1or2handed	spelloffset	hit class	2Handed	throwable	stackable	minstack	maxstack	class	reload	range	component	bodyLoc1	bodyLoc2	invwidth	invheight	hasinv	gemsockets	flippyfile	invfile	uniqueinvfile	special	useable	type	sound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	damvsundead	damvsdemon	damvslarge	damvssmall	damvsflying	tohitvsundead	tohitvsdemon	tohitvslarge	tohitvssmall	tohitvsflying	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Amazon	Paladin	Barbarian	Necromancer	Sorceress	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade
War Fork	1	0	1	0	16	38	16	40	4	1	0	-20	0				9	-9	0	80	95	28	0	37	3786		9br	brn	brn	0	2ht	2ht	spear	6	0	0	7	1	0	0	0	0				5	4	5	2	4	1	3	flpbrn	invbrn		2 square reach	0	33	29	0	0	5	0	0	0	0	0	7	0	66	100	150	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Yari	1	0	1	0	29	45	29	46	4	1	0	0	0				9	9	0	101	0	28	0	40	5316		9st	tri	tri	0	2ht	2ht	spear	6	0	0	7	1	0	0	0	0				5	4	5	2	4	1	3	flpspt	invspt		2 square reach	0	33	29	0	0	5	0	0	0	0	0	7	0	66	100	150	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Lance	1	0	1	0	27	112	27	114	4	1	0	20	6				9	27	0	110	88	25	0	43	6369		9p9	pik	pik	0	2ht	2ht	spear	6	0	0	7	1	0	0	0	0				5	4	5	2	4	1	3	flppik	invpik		3 square reach	0	33	29	0	0	5	0	0	0	0	0	7	0	66	100	150	100	100	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Lochaber Axe	1	0	1	0	6	51	6	56	2	1	0	10	4				9	18	0	80	0	50	0	29	1206		9b7	hal	hal	0	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flpbar	invbar		2 square reach	0	34	28	0	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Bill	1	0	0	0	14	43	14	45	2	1	0	0	4				9	9	0	95	0	50	0	33	2133		9vo	pax	pax	0	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flpvou	invvou		2 square reach	0	34	28	0	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Battle Scythe	4	0	0	0	18	43	18	45	0	1	0	-10	2				9	0	0	82	82	65	0	36	2844		9s8	scy	scy	0	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flpscy	invscy	invscyu	2 square reach	0	34	28	1	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Partizan	1	0	1	0	34	59	34	61	3	1	0	10	4				9	18	0	113	0	65	0	41	5403		9pa	pax	pax	0	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flppax	invpax		2 square reach	0	34	28	0	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Bec-de-Corbin	3	0	1	0	24	67	24	77	4	1	0	0	3				9	9	0	133	91	55	0	47	8418		9h9	hal	hal	0	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flphal	invhal		2 square reach	0	34	16	0	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Grim Scythe	3	0	0	0	29	62	29	64	4	1	0	-10	3				9	0	0	140	140	55	0	51	10464		9wc	scy	scy	0	stf	stf	polearm	9	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flpwsc	invwsc		2 square reach	0	34	16	0	0	5	0	0	0	0	0	7	0	100	100	150	100	100	0	0	0	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Jo Staff	1	0	1	0	6	19	6	21	1	1	0	-10	2				9	0	0	25	0	20	0	26	804		8ss	bst	bst	0	stf	stf	staff	8	0	0	8	1	0	0	0	0				5	4	5	1	3	1	2	flpsst	invsst		magically charged	0	26	28	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Quarterstaff	1	0	1	0	8	24	8	26	1	1	0	0	3				9	9	0	25	0	30	0	31	1689		8ls	sst	sst	0	stf	stf	staff	8	0	0	9	1	0	0	0	0				5	4	5	1	4	1	3	flplst	invlst		magically charged	0	26	28	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Cedar Staff	2	0	1	0	11	30	11	32	1	1	0	10	4				9	18	0	25	0	35	0	34	2598		8cs	cst	cst	0	stf	stf	staff	8	0	0	9	1	0	0	0	0	sorceress			5	4	5	1	4	1	3	flpcst	invcst	invcstu	magically charged	0	26	28	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Gothic Staff	2	0	1	0	14	32	14	34	1	1	0	0	3				9	9	0	25	0	40	0	38	3969		8bs	sst	sst	0	stf	stf	staff	8	0	0	9	1	0	0	0	0				5	4	5	1	4	1	3	flpbst	invbst		magically charged	0	26	28	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Rune Staff	3	0	1	0	24	56	24	58	1	1	0	20	5				9	27	0	25	0	50	0	43	6255		8ws	lst	lst	0	stf	stf	staff	8	0	0	9	1	0	0	0	0				5	4	5	2	4	1	3	flpwst	invwst		magically charged	0	26	28	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Edge Bow	1	0	1	0	6	18	6	19	0	0	1	5	3	6	19		14	21	0	25	43	20	1	26	600	1	8sb	sbw	sbw	0	bow	bow	bow	7	0	0	10	1	0	0	0	0			d*d	6	4	5	2	3	1	3	flpsbw	invsbw			0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Razor Bow	1	0	1	0	8	22	8	22	0	0	1	-10	2	8	21		14	0	0	25	62	32	1	29	1350	1	8hb	sbw	sbw	0	bow	bow	bow	7	0	0	10	1	0	0	0	0			.9*d*d	6	4	5	2	3	1	3	flphbw	invhbw			0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Cedar Bow	1	0	1	0	10	27	10	29	0	0	1	0	4	9	26		14	14	0	53	49	28	1	31	1770	1	8lb	lbw	lbw	0	bow	bow	bow	7	0	0	10	1	0	0	0	0			d*d	6	4	5	2	4	1	3	flplbw	invlbw			0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Double Bow	2	0	1	0	11	24	11	26	0	0	1	-10	3	11	21		14	0	0	58	73	36	1	34	2481	1	8cb	lbw	lbw	0	bow	bow	bow	7	0	0	10	1	0	0	0	0			.9*d*d	6	4	5	2	3	1	3	flpcbw	invcbw	invcbwu		0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Short Siege Bow	2	0	1	0	13	29	13	30	0	0	1	0	3	12	26		14	14	0	65	80	40	1	39	3435	1	8s8	sbb	sbb	0	bow	bow	bow	7	0	0	10	1	0	0	0	0			.9*d*d	6	4	5	2	3	1	3	flpsbb	invsbb	invsbbu		0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Long Siege Bow	2	0	1	0	10	40	10	42	0	0	1	10	3	9	36		14	28	0	80	95	44	1	42	4935	1	8l8	lbb	lbb	0	bow	bow	bow	7	0	0	10	1	0	0	0	0			.7*d*d	6	4	5	2	4	1	3	flplbb	invlbb			0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Rune Bow	3	0	1	0	14	34	14	35	0	0	1	0	3	14	30		14	14	0	73	103	48	1	45	7800	1	8sw	sbb	sbb	0	bow	bow	bow	7	0	0	10	1	0	0	0	0			.8*d*d	6	4	5	2	3	1	3	flpswb	invswb	invswbu		0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Gothic Bow	3	0	1	0	10	48	10	50	0	0	1	10	4	9	44		14	28	0	95	118	55	1	48	11025	1	8lw	lbb	lbb	0	bow	bow	bow	7	0	0	10	1	0	0	0	0			.6*d*d	6	4	5	2	4	1	3	flplwb	invlwb			0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Arbalest	1	0	1	0	14	26	14	27	0	0	1	-10	5	14	23		16	0	0	52	61	30	1	30	2709	1	8lx	lxb	lxb	0	xbw	xbw	crossbow	10	0	0	11	1	0	0	0	0		3	d*d	5	4	5	2	3	1	3	flplxb	invlxb	invlxbu	reload lag between shots	0	35	8	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Siege Crossbow	1	0	1	0	19	34	19	35	0	0	1	0	6	18	30		16	16	0	80	70	40	1	36	7335	1	8mx	lxb	lxb	0	xbw	xbw	crossbow	10	0	0	11	1	0	0	0	0		4	.9*d*d	5	4	5	2	3	1	3	flpmxb	invmxb	invmxbu	reload lag between shots	0	35	8	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Balista	2	0	1	0	24	43	24	45	0	0	1	10	6	23	39		16	32	0	110	80	50	1	43	12588	1	8hx	hxb	hxb	0	xbw	xbw	crossbow	10	0	0	11	1	0	0	0	0		6	.8*d*d	5	4	5	2	4	1	3	flphxb	invhxb	invhxbu	reload lag between shots	0	35	8	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Chu-Ko-Nu	3	0	1	0	14	30	14	32	0	0	1	-60	2	14	27		16	-80	0	80	95	40	1	50	8517	1	8rx	hxb	hxb	0	xbw	xbw	crossbow	10	0	0	11	1	0	0	0	0		12	1.25*d*d	5	4	5	2	3	1	3	flprxb	invrxb	invrxbu	fires 5 shots before reload	0	35	8	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
KhalimFlail	1	0	1	1	1	15	1	15	0	1	0	-10	2				7	0	-2.666666667	41	35	30	0	999	1412		qf1	fla	fla	0	1hs	1hs	1hmace	0	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flpfla	invqf1			0	36	29	0	0	5	0	0	0	17	0	7	0	150	100	66	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	1	255	0	0	0	0	255			0	0	0	0	0	2	2	1	0	0
SuperKhalimFlail	1	0	1	1	1	15	1	15	0	1	0	-10	2				7	0	-2.666666667	0	0	30	0	999	1412		qf2	fla	fla	0	1hs	1hs	1hmace	0	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flpfla	invqf2			0	36	29	0	0	5	0	0	0	17	0	7	0	150	100	66	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	1	255	0	0	0	0	255			0	0	0	0	0	2	2	1	0	0
